Checkin service,Departure/Arrival time convenient,Age,Flight Distance,Class_dummy_Eco,Type of Travel_dummy_Personal Travel,Customer Type_dummy_disloyal Customer,Class_dummy_Eco Plus,satisfaction
3,5,60,3640,0,0,0,0,0
4,5,46,4010,0,0,0,0,1
1,1,45,229,0,0,0,0,1
5,5,19,3229,0,0,0,0,1
3,4,49,2220,0,0,0,0,0
5,1,46,237,0,0,0,0,1
3,1,43,228,0,0,0,0,1
3,1,37,2033,0,0,0,0,0
4,3,56,2340,0,0,0,0,0
5,4,56,3989,0,0,0,0,1
4,4,51,3974,0,0,0,0,1
4,3,40,3051,0,0,0,0,1
4,4,40,229,0,0,0,0,1
4,2,37,2670,0,0,0,0,0
3,3,74,232,0,0,0,0,1
3,4,61,2431,0,0,0,0,0
5,2,59,222,0,0,0,0,1
3,3,46,3586,0,0,0,0,1
4,2,43,3380,0,0,0,0,1
5,1,40,204,0,0,0,0,1
4,2,36,238,0,0,0,0,1
2,1,39,3209,0,0,0,0,1
4,4,58,2482,0,0,0,0,1
2,1,52,3227,0,0,0,0,1
5,5,50,2281,0,0,0,0,1
5,5,47,3869,0,0,0,0,1
3,2,41,2628,0,0,0,0,1
3,4,40,3482,0,0,0,0,1
5,1,57,3323,0,0,0,0,1
5,1,64,3110,0,0,0,0,1
3,4,52,200,0,0,0,0,1
5,2,52,212,0,0,0,0,1
1,5,24,2725,0,0,0,1,1
2,4,24,2192,1,0,0,0,0
3,2,41,2491,0,0,0,0,1
3,3,41,3360,0,0,0,0,1
4,1,36,2655,0,0,0,0,0
5,2,36,2044,0,0,0,0,1
5,3,35,2608,0,0,0,0,1
5,4,59,2846,0,0,0,0,1
5,1,58,1838,0,0,0,0,1
2,5,48,1750,0,0,0,0,1
3,5,44,2058,0,0,0,0,1
4,3,43,226,0,0,0,0,1
3,2,31,4534,0,0,0,0,1
3,4,58,212,0,0,0,0,1
5,1,57,236,0,0,0,0,1
4,2,55,2411,0,0,0,0,1
4,5,54,3210,0,0,0,0,1
4,1,47,1663,0,0,0,0,1
3,3,46,92,0,0,0,0,1
5,5,55,2729,0,0,0,0,1
3,5,60,3836,0,0,0,0,1
3,3,58,2004,0,0,0,0,1
3,4,55,222,0,0,0,0,1
3,4,23,2458,1,0,0,0,1
4,2,52,2545,0,0,0,0,1
5,4,50,212,0,0,0,0,1
2,3,57,2477,0,0,0,0,1
1,4,33,2025,0,0,0,0,1
3,1,54,3351,0,0,0,0,1
4,5,54,3160,0,0,0,0,1
3,4,43,2262,0,0,0,0,1
3,5,48,2348,0,0,0,0,1
4,2,48,3100,0,0,0,0,1
4,5,45,206,0,0,0,0,1
4,4,44,2896,0,0,0,0,1
3,2,38,2632,0,0,0,0,1
3,2,34,2149,0,0,0,0,0
4,2,50,3319,0,0,0,0,1
2,2,39,2797,0,0,0,0,1
4,4,51,3432,0,0,0,0,1
5,3,40,1635,0,0,0,0,1
3,3,36,3796,0,0,0,0,1
4,2,26,2030,0,0,0,0,1
3,3,49,2628,0,0,0,0,1
3,1,32,4047,0,0,0,0,1
5,5,56,2433,0,0,0,0,1
5,5,49,2388,0,0,0,0,1
4,4,49,3506,0,0,0,0,1
1,1,67,91,0,0,0,0,1
3,2,48,71,0,0,0,0,1
1,1,44,2102,0,0,0,0,1
3,4,41,3188,0,0,0,0,1
3,5,37,3674,0,0,0,0,1
1,4,22,2339,1,0,0,0,0
4,2,22,1958,0,0,0,1,1
2,1,22,1715,1,0,0,0,0
4,2,63,2072,0,0,0,0,1
3,2,47,3718,0,0,0,0,0
4,2,46,3959,0,0,0,0,1
3,1,41,87,0,0,0,0,1
4,3,52,1876,0,0,0,0,1
5,1,49,87,0,0,0,0,1
5,2,52,3647,0,0,0,0,1
4,1,50,56,0,0,0,0,1
1,3,55,89,0,0,0,0,1
5,3,40,3454,0,0,0,0,1
5,3,42,3833,0,0,0,0,1
3,1,36,2853,0,0,0,0,1
5,1,58,2803,0,0,0,0,1
3,4,55,3729,0,0,0,0,1
3,4,50,3126,0,0,0,0,1
4,5,45,1690,0,0,0,0,1
2,3,45,1802,0,0,0,0,1
5,5,44,3469,0,0,0,0,1
3,4,27,1953,0,0,0,0,1
4,1,36,3394,0,0,0,0,1
1,4,21,2187,1,0,0,0,1
3,2,21,1013,1,0,0,0,0
1,4,57,2098,0,0,0,0,0
3,1,42,69,0,0,0,0,1
2,5,66,66,0,0,0,0,1
4,4,61,1985,0,0,0,0,1
3,3,56,55,0,0,0,0,1
4,2,45,56,0,0,0,0,0
5,3,29,2792,0,0,0,0,1
2,3,56,1988,0,0,0,0,0
5,4,54,52,0,0,0,0,1
3,1,48,3356,0,0,0,0,1
4,4,46,94,0,0,0,0,1
3,5,46,53,0,0,0,0,1
3,2,41,145,0,0,0,0,1
2,4,20,2732,1,0,0,0,1
4,1,58,3443,0,0,0,0,1
3,5,57,53,0,0,0,0,1
4,3,56,2716,0,0,0,0,1
3,4,55,71,0,0,0,0,1
4,5,49,78,0,0,0,0,1
5,1,47,2979,0,0,0,0,1
1,3,42,131,0,0,0,0,0
1,5,41,2259,0,0,0,0,0
5,5,40,3168,0,0,0,0,1
2,5,19,1296,1,0,0,0,0
5,2,33,126,0,0,0,0,1
3,4,58,66,0,0,0,0,1
5,4,49,75,0,0,0,0,1
3,4,49,2803,0,0,0,0,1
3,2,46,61,0,0,0,0,1
3,1,38,3984,0,0,0,0,1
4,2,78,3778,0,0,0,0,1
5,5,46,97,0,0,0,0,1
3,3,44,3000,0,0,0,0,1
3,3,48,77,0,0,0,0,1
2,5,37,3407,0,0,0,0,1
4,4,49,2481,0,0,0,0,1
1,3,43,3039,0,0,0,0,1
4,4,37,77,0,0,0,0,1
1,2,22,4293,0,0,0,0,0
4,5,61,100,0,0,0,0,0
2,5,49,53,0,0,0,0,0
1,2,47,2045,0,0,0,0,1
5,3,46,2103,0,0,0,0,1
5,5,41,87,0,0,0,0,1
5,5,36,3515,0,0,0,0,1
4,2,36,108,0,0,0,0,1
1,5,16,1442,1,0,0,0,0
3,2,54,1560,0,0,0,0,1
3,3,47,84,0,0,0,0,1
5,4,44,3398,0,0,0,0,1
2,4,74,82,0,0,0,0,0
4,4,56,87,0,0,0,0,1
2,3,55,80,0,0,0,0,1
4,1,53,129,0,0,0,0,1
3,2,47,90,0,0,0,0,1
2,2,46,2064,0,0,0,0,1
3,4,41,3428,0,0,0,0,1
3,3,15,1728,1,0,0,0,0
1,4,15,1540,0,0,0,1,1
1,5,33,2555,0,0,0,0,1
4,4,51,3362,0,0,0,0,1
2,4,43,117,0,0,0,0,1
2,3,41,108,0,0,0,0,1
1,1,37,99,0,0,0,0,1
4,3,36,130,0,0,0,0,1
2,2,36,2459,0,0,0,0,1
4,5,38,70,0,0,0,0,1
3,3,59,399,0,0,0,0,1
5,3,60,2764,0,0,0,0,1
1,1,57,2682,0,0,0,0,1
2,5,38,130,0,0,0,0,1
4,1,35,2599,0,0,0,0,1
1,4,33,104,0,0,0,0,1
2,4,10,1494,0,0,0,1,0
4,1,35,2164,0,0,0,0,1
1,3,38,2367,0,0,0,0,1
4,3,42,3080,0,0,0,0,0
4,3,40,3766,0,0,0,0,0
4,4,35,3949,0,0,0,0,1
3,2,33,4096,0,0,0,0,1
5,5,59,2620,0,0,0,0,1
4,4,50,6734,0,0,0,0,1
4,3,37,6828,0,0,0,0,1
4,1,49,6532,0,0,0,0,1
4,4,45,3398,0,0,0,0,1
4,2,78,1824,0,0,0,1,1
4,3,39,2905,0,0,0,0,1
4,1,60,2861,0,0,0,0,1
2,2,32,4051,0,0,0,0,1
4,5,52,2716,0,0,0,0,1
5,3,33,3575,0,0,0,0,1
4,2,29,3621,0,0,0,0,1
4,1,47,2710,0,0,0,0,1
4,2,42,2616,0,0,0,0,1
4,5,35,2628,0,0,0,0,1
1,4,72,83,1,0,0,0,1
4,5,53,2607,0,0,0,0,1
5,4,50,2635,0,0,0,0,1
4,2,40,2622,0,0,0,0,1
5,5,32,3878,0,0,0,0,1
4,1,70,458,0,0,0,1,1
4,5,58,2597,0,0,0,0,1
4,1,49,2621,0,0,0,0,1
4,5,60,2586,0,0,0,0,1
3,5,23,4037,0,0,0,0,1
4,2,59,2614,0,0,0,0,1
3,2,51,2577,0,0,0,0,1
4,4,40,2585,0,0,0,0,1
5,4,25,3980,0,0,0,0,1
4,3,57,2596,0,0,0,0,1
3,4,45,2575,0,0,0,0,1
3,1,68,1869,0,0,0,1,1
4,1,38,2560,0,0,0,0,1
5,1,58,2547,0,0,0,0,1
1,4,67,1165,0,0,0,1,1
5,5,35,2571,0,0,0,0,1
3,5,53,2514,0,0,0,0,1
5,4,44,2540,0,0,0,0,1
3,1,48,2516,0,0,0,0,1
4,3,60,2506,0,0,0,0,1
3,1,52,2478,0,0,0,0,1
3,1,49,2525,0,0,0,0,1
3,5,40,2509,0,0,0,0,1
2,4,39,2516,0,0,0,0,1
4,5,38,2515,0,0,0,0,1
3,1,65,388,1,0,0,0,1
2,4,22,3881,0,0,0,0,1
4,3,33,4238,0,0,0,0,1
4,5,38,2481,0,0,0,0,1
4,5,33,2501,0,0,0,0,1
3,3,64,55,1,0,0,0,1
4,1,51,2454,0,0,0,0,1
3,1,31,4085,0,0,0,0,1
4,2,39,2454,0,0,0,0,1
3,1,27,3633,0,0,0,0,1
3,1,63,306,1,0,0,0,1
4,5,28,3727,0,0,0,0,1
4,4,54,2424,0,0,0,0,1
4,5,43,2418,0,0,0,0,1
5,4,52,2438,0,0,0,0,1
3,1,42,2418,0,0,0,0,1
3,4,30,3760,0,0,0,0,1
4,3,33,2409,0,0,0,0,1
5,4,39,2380,0,0,0,0,1
1,1,28,3642,0,0,0,0,1
4,5,45,2398,0,0,0,0,1
4,1,32,3278,0,0,0,0,1
4,5,62,2630,1,0,0,0,1
4,3,62,2188,1,0,0,0,1
2,5,62,609,1,0,0,0,1
4,5,46,2364,0,0,0,0,1
3,1,31,3637,0,0,0,0,1
4,2,61,2350,0,0,0,0,1
5,1,59,2311,0,0,0,0,1
4,1,44,2340,0,0,0,0,1
4,3,18,3270,0,0,0,0,1
3,3,49,2334,0,0,0,0,1
3,5,44,2300,0,0,0,0,1
2,1,61,1145,1,0,0,0,1
5,3,61,1008,0,0,0,1,1
5,4,61,665,1,0,0,0,1
4,5,61,428,1,0,0,0,1
3,5,61,409,0,0,0,1,1
2,1,61,1824,1,0,0,0,1
5,5,41,2332,0,0,0,0,1
4,2,29,3545,0,0,0,0,1
1,5,30,3119,0,0,0,0,1
4,1,50,2258,0,0,0,0,1
4,5,43,2277,0,0,0,0,1
3,5,59,2227,0,0,0,0,1
3,1,40,2219,0,0,0,0,1
3,2,54,2218,0,0,0,0,1
4,4,42,2177,0,0,0,0,1
3,5,46,2221,0,0,0,0,1
4,2,38,4141,0,0,0,0,1
5,5,47,2175,0,0,0,0,1
4,2,55,2127,0,0,0,0,1
3,1,43,2119,0,0,0,0,1
4,3,48,3868,0,0,0,0,1
3,5,48,2108,0,0,0,0,1
3,2,34,2125,0,0,0,0,1
5,5,47,2086,0,0,0,0,1
3,4,41,2118,0,0,0,0,1
3,1,60,2121,0,0,0,0,1
5,1,47,2083,0,0,0,0,1
4,5,57,2087,0,0,0,0,1
4,2,45,2043,0,0,0,0,1
3,5,43,2037,0,0,0,0,1
1,5,60,671,0,0,0,1,1
3,3,60,556,1,0,0,0,1
5,3,46,2035,0,0,0,0,1
4,1,56,1992,0,0,0,0,1
4,5,44,2026,0,0,0,0,1
2,2,60,1765,1,0,0,0,1
1,1,60,1739,0,0,0,1,1
3,2,42,1996,0,0,0,0,1
4,1,46,1973,0,0,0,0,1
3,4,51,1958,0,0,0,0,1
4,3,50,1971,0,0,0,0,1
3,1,48,1948,0,0,0,0,1
5,2,42,1946,0,0,0,0,1
3,4,52,1947,0,0,0,0,1
4,2,23,3248,0,0,0,0,1
4,4,60,542,1,0,0,0,1
3,5,43,1958,0,0,0,0,1
3,4,39,1929,0,0,0,0,1
5,5,48,1894,0,0,0,0,1
3,4,59,858,1,0,0,0,1
4,3,32,3128,0,0,0,0,1
3,5,45,1900,0,0,0,0,1
3,2,59,1444,1,0,0,0,1
3,2,59,1417,0,0,0,1,1
4,4,59,1654,1,0,0,0,1
3,2,54,1884,0,0,0,0,1
5,2,49,1846,0,0,0,0,1
3,4,39,1844,0,0,0,0,1
4,1,58,1828,0,0,0,0,1
5,1,34,1806,0,0,0,0,1
5,2,60,1801,0,0,0,0,1
4,4,43,1806,0,0,0,0,1
5,1,36,1776,0,0,0,0,1
3,3,27,3274,0,0,0,0,1
3,2,39,1800,0,0,0,0,1
3,3,34,1780,0,0,0,0,1
5,3,56,1786,0,0,0,0,1
3,2,49,1800,0,0,0,0,1
4,3,34,1799,0,0,0,0,1
3,2,46,1751,0,0,0,0,1
3,3,27,2847,0,0,0,0,1
4,5,50,1751,0,0,0,0,1
5,5,54,1761,0,0,0,0,1
5,3,48,1778,0,0,0,0,1
5,5,30,2615,0,0,0,0,1
3,3,41,1759,0,0,0,0,1
5,3,26,3395,0,0,0,0,1
4,4,54,1766,0,0,0,0,1
3,2,16,3601,0,0,0,0,1
3,3,51,1726,0,0,0,0,1
3,4,50,1764,0,0,0,0,1
3,4,59,2765,1,0,0,0,1
3,2,59,1141,1,0,0,0,1
3,2,58,516,0,0,0,1,1
3,2,58,1464,0,0,0,1,1
4,2,49,1736,0,0,0,0,1
3,4,40,1759,0,0,0,0,1
3,2,35,1762,0,0,0,0,1
4,3,55,1735,0,0,0,0,1
5,1,54,1759,0,0,0,0,1
2,4,38,1718,0,0,0,0,1
3,1,42,1681,0,0,0,0,1
4,5,25,3596,0,0,0,0,1
5,3,36,1675,0,0,0,0,1
3,1,49,1662,0,0,0,0,1
3,5,39,1671,0,0,0,0,1
4,4,30,2701,0,0,0,0,1
3,5,46,1645,0,0,0,0,1
3,2,45,1647,0,0,0,0,1
2,2,39,1658,0,0,0,0,1
5,3,33,1663,0,0,0,0,1
3,3,25,2747,0,0,0,0,1
5,5,45,1659,0,0,0,0,1
5,4,42,1627,0,0,0,0,1
5,3,39,1651,0,0,0,0,1
5,1,48,1652,0,0,0,0,1
5,3,52,1649,0,0,0,0,1
5,5,29,3302,0,0,0,0,1
4,3,57,3355,0,0,0,0,1
5,5,47,1601,0,0,0,0,1
4,1,43,1610,0,0,0,0,1
4,5,43,1607,0,0,0,0,1
5,4,40,1618,0,0,0,0,1
4,3,47,1613,0,0,0,0,1
4,2,56,1588,0,0,0,0,1
5,4,38,1596,0,0,0,0,1
2,5,27,2539,0,0,0,0,1
5,3,41,1567,0,0,0,0,1
5,5,46,1547,0,0,0,0,1
5,1,42,1569,0,0,0,0,1
4,2,58,1580,1,0,0,0,1
5,4,58,2238,1,0,0,0,1
1,5,58,2288,1,0,0,0,1
1,2,58,1674,1,0,0,0,1
4,4,57,609,1,0,0,0,1
2,1,57,440,0,0,0,1,1
2,2,57,1203,1,0,0,0,1
5,1,45,1553,0,0,0,0,1
4,5,29,2595,0,0,0,0,1
3,3,15,2724,0,0,0,0,1
4,5,22,2860,0,0,0,0,1
5,4,47,1554,0,0,0,0,1
2,2,37,1556,0,0,0,0,1
4,4,16,3435,0,0,0,0,1
5,3,21,3063,0,0,0,0,1
5,5,37,1548,0,0,0,0,1
4,5,56,1528,0,0,0,0,1
5,3,41,1540,0,0,0,0,1
5,5,18,3321,0,0,0,0,1
3,1,42,1563,0,0,0,0,1
4,4,41,1544,0,0,0,0,1
4,1,40,1521,0,0,0,0,1
4,5,27,2204,0,0,0,0,1
4,1,41,1510,0,0,0,0,1
5,5,34,1510,0,0,0,0,1
4,3,28,3306,0,0,0,0,1
3,1,55,1494,0,0,0,0,1
5,5,54,1514,0,0,0,0,1
3,4,38,1502,0,0,0,0,1
3,5,29,3398,0,0,0,0,1
5,4,20,2099,0,0,0,0,1
2,1,18,2622,0,0,0,0,1
3,5,34,1490,0,0,0,0,1
5,4,29,2809,0,0,0,0,1
3,2,60,1492,0,0,0,0,1
3,2,60,1483,0,0,0,0,1
5,3,44,1497,0,0,0,0,1
4,5,23,2808,0,0,0,0,1
3,1,54,1464,0,0,0,0,1
5,2,57,1458,0,0,0,0,1
4,3,38,1493,0,0,0,0,1
2,3,36,1488,0,0,0,0,1
5,4,32,3067,0,0,0,0,1
2,3,26,2681,0,0,0,0,1
5,2,44,1469,0,0,0,0,1
5,2,51,1481,0,0,0,0,1
3,4,45,1464,0,0,0,0,1
5,4,45,1460,0,0,0,0,1
3,1,31,2620,0,0,0,0,1
4,1,30,2112,0,0,0,0,1
3,1,28,3191,0,0,0,0,1
3,4,26,2468,0,0,0,0,1
5,5,51,1440,0,0,0,0,1
3,1,46,1432,0,0,0,0,1
2,4,57,3128,1,0,0,0,1
4,4,57,1027,1,0,0,0,1
1,5,57,412,1,0,0,0,1
2,3,57,62,1,0,0,0,1
4,4,56,1711,1,0,0,0,1
1,1,56,815,1,0,0,0,1
1,1,56,1551,1,0,0,0,1
1,4,56,2240,0,0,0,1,1
5,4,42,1468,0,0,0,0,1
5,5,54,1431,0,0,0,0,1
4,4,54,1458,0,0,0,0,1
2,2,52,1418,0,0,0,0,1
5,3,44,1416,0,0,0,0,1
3,1,41,1422,0,0,0,0,1
4,1,40,1433,0,0,0,0,1
4,5,21,2683,0,0,0,0,1
5,4,54,1407,0,0,0,0,1
3,4,53,1415,0,0,0,0,1
3,2,41,1424,0,0,0,0,1
1,3,31,3092,0,0,0,0,1
4,1,42,1399,0,0,0,0,1
3,5,31,2986,0,0,0,0,1
4,2,29,2850,0,0,0,0,1
4,4,26,2385,0,0,0,0,1
5,5,56,1394,0,0,0,0,1
3,1,51,1395,0,0,0,0,1
3,1,31,3005,0,0,0,0,1
4,4,18,2591,0,0,0,0,1
4,5,51,1369,0,0,0,0,1
3,5,54,1347,0,0,0,0,1
3,3,51,1352,0,0,0,0,1
4,4,46,1374,0,0,0,0,1
3,3,44,1378,0,0,0,0,1
3,2,39,1360,0,0,0,0,1
5,2,33,1357,0,0,0,0,1
5,4,58,1387,0,0,0,0,1
3,1,54,1385,0,0,0,0,1
5,4,50,1355,0,0,0,0,1
5,4,49,1372,0,0,0,0,1
5,3,43,1350,0,0,0,0,1
4,5,54,3971,0,0,0,0,1
3,5,51,3058,0,0,0,0,1
4,2,52,3761,0,0,0,0,1
4,1,50,1312,0,0,0,0,1
4,4,41,3090,0,0,0,0,1
3,5,39,1315,0,0,0,0,1
4,4,38,2294,0,0,0,0,1
4,1,31,5303,0,0,0,0,1
4,5,57,2270,0,0,0,0,1
3,3,47,1310,0,0,0,0,1
3,4,35,2613,0,0,0,0,1
3,2,33,2695,0,0,0,0,1
4,2,52,1264,0,0,0,0,1
5,2,37,1307,0,0,0,0,1
5,2,56,2087,1,0,0,0,1
3,4,55,861,1,0,0,0,1
4,5,55,1816,0,0,0,1,1
2,3,55,2017,1,0,0,0,1
1,4,55,239,0,0,0,1,1
2,2,44,1594,0,0,0,0,1
5,3,55,3737,0,0,0,0,1
5,3,41,2963,0,0,0,0,1
3,4,40,1258,0,0,0,0,1
2,5,22,2320,0,0,0,0,1
3,2,56,1259,0,0,0,0,1
3,5,32,3272,0,0,0,0,1
4,3,43,3458,0,0,0,0,1
2,2,35,2683,0,0,0,0,1
5,2,42,1216,0,0,0,0,1
5,3,39,3863,0,0,0,0,1
4,4,54,2752,0,0,0,0,1
3,3,43,1204,0,0,0,0,1
3,1,27,2597,0,0,0,0,1
3,1,54,3779,0,0,0,0,1
5,1,40,3130,0,0,0,0,1
2,2,38,1236,0,0,0,0,1
5,4,29,2587,0,0,0,0,1
5,3,56,1636,0,0,0,0,1
3,4,58,1190,0,0,0,0,1
4,4,30,5536,0,0,0,0,1
4,2,58,2868,0,0,0,0,1
4,3,55,3158,0,0,0,0,1
4,4,22,5044,0,0,0,0,1
3,5,46,2053,0,0,0,0,1
3,1,60,2868,0,0,0,0,1
4,5,55,1682,1,0,0,0,1
1,3,54,1571,1,0,0,0,1
5,2,54,2188,1,0,0,0,1
1,2,54,351,1,0,0,0,1
5,5,54,290,1,0,0,0,1
1,4,54,987,1,0,0,0,1
3,3,20,4429,0,0,0,0,1
3,4,54,3755,0,0,0,0,1
3,5,47,1199,0,0,0,0,1
5,2,59,1827,0,0,0,0,1
5,3,41,2214,0,0,0,0,1
5,4,52,1183,0,0,0,0,1
2,1,21,4547,0,0,0,0,1
5,2,52,3723,0,0,0,0,1
5,2,40,3606,0,0,0,0,1
5,2,36,1204,0,0,0,0,1
1,2,46,1837,0,0,0,0,1
4,2,38,1202,0,0,0,0,1
5,4,45,1168,0,0,0,0,1
3,2,40,1142,0,0,0,0,1
3,1,48,1150,0,0,0,0,1
4,4,51,3914,0,0,0,0,1
3,3,41,1149,0,0,0,0,1
3,2,47,1140,0,0,0,0,1
5,3,56,1163,0,0,0,0,1
5,5,50,1766,0,0,0,0,1
3,1,48,2978,0,0,0,0,1
3,5,41,1144,0,0,0,0,1
3,3,22,2020,0,0,0,0,1
5,3,22,4187,0,0,0,0,1
5,2,26,4622,0,0,0,0,1
4,1,47,4947,0,0,0,0,1
4,2,56,1123,0,0,0,0,1
4,3,45,2640,0,0,0,0,1
5,4,44,1143,0,0,0,0,1
5,1,41,2993,0,0,0,0,1
5,1,28,3060,0,0,0,0,1
3,3,22,3738,0,0,0,0,1
4,1,24,4384,0,0,0,0,1
3,5,60,2404,0,0,0,0,1
5,3,49,2495,0,0,0,0,1
5,3,49,1127,0,0,0,0,1
4,3,44,1146,0,0,0,0,1
5,4,33,3447,0,0,0,0,1
4,2,29,2718,0,0,0,0,1
1,1,54,534,1,0,0,0,1
4,5,54,1520,1,0,0,0,1
2,1,54,2992,1,0,0,0,1
3,2,53,4018,1,0,0,0,1
4,1,53,2584,0,0,0,1,1
1,1,53,719,1,0,0,0,1
2,2,53,641,1,0,0,0,1
1,1,53,2021,0,0,0,1,1
2,2,53,1323,1,0,0,0,1
1,3,53,292,1,0,0,0,1
1,5,55,1130,0,0,0,0,1
2,2,35,1703,0,0,0,0,1
3,2,58,1565,0,0,0,0,1
4,2,39,1115,0,0,0,0,1
4,2,28,3469,0,0,0,0,1
4,2,48,1126,0,0,0,0,1
3,4,30,3437,0,0,0,0,1
4,5,56,2167,0,0,0,0,1
4,1,46,3131,0,0,0,0,1
4,1,38,1101,0,0,0,0,1
5,4,38,3978,0,0,0,0,1
3,4,42,1112,0,0,0,0,1
1,1,30,5277,0,0,0,0,1
1,3,34,2643,0,0,0,0,1
3,1,58,2581,0,0,0,0,1
4,3,51,1125,0,0,0,0,1
3,1,51,1077,0,0,0,0,1
5,5,31,1895,0,0,0,0,1
5,3,36,2067,0,0,0,0,1
5,2,46,3703,0,0,0,0,1
4,4,39,2465,0,0,0,0,1
4,2,40,1088,0,0,0,0,1
3,2,52,1919,0,0,0,0,1
4,3,57,3509,0,0,0,0,1
5,1,34,1092,0,0,0,0,1
2,4,51,3357,0,0,0,0,1
4,3,28,2640,0,0,0,0,1
5,3,46,2275,0,0,0,0,1
4,1,60,2560,0,0,0,0,1
4,5,59,2003,0,0,0,0,1
4,3,51,2179,0,0,0,0,1
4,1,26,2964,0,0,0,0,1
4,5,56,1091,0,0,0,0,1
4,1,55,1089,0,0,0,0,1
3,5,46,2212,0,0,0,0,1
4,1,44,1519,0,0,0,0,1
4,4,66,1044,0,0,0,0,1
4,3,52,3740,0,0,0,1,1
1,1,52,948,1,0,0,0,1
5,1,52,653,1,0,0,0,1
2,1,52,1977,0,0,0,1,1
5,3,52,1513,1,0,0,0,1
2,3,52,129,0,0,0,1,1
4,5,47,3636,0,0,0,0,1
4,2,31,5399,0,0,0,0,1
5,4,50,1048,0,0,0,0,1
5,4,56,3974,0,0,0,0,1
5,1,51,2673,0,0,0,0,1
4,2,46,3555,0,0,0,0,1
4,3,38,2139,0,0,0,0,1
1,3,31,4476,0,0,0,0,1
3,2,29,2169,0,0,0,0,1
4,5,54,1542,0,0,0,0,1
3,3,50,2863,0,0,0,0,1
5,3,57,1064,0,0,0,0,1
4,4,40,1031,0,0,0,0,1
5,1,51,1715,0,0,0,0,1
5,3,59,1059,0,0,0,0,1
5,1,57,3437,0,0,0,0,1
3,4,58,1022,0,0,0,0,1
3,4,25,2482,0,0,0,0,1
5,4,49,3558,0,0,0,0,1
5,2,53,2010,0,0,0,0,1
3,3,42,1998,0,0,0,0,1
4,1,38,1058,0,0,0,0,1
3,5,35,1053,0,0,0,0,1
2,5,45,1050,0,0,0,0,1
4,2,56,2106,0,0,0,0,1
4,5,54,2624,0,0,0,0,1
5,2,53,1026,0,0,0,0,1
4,2,52,3010,0,0,0,0,1
5,5,37,1021,0,0,0,0,1
3,5,44,3770,0,0,0,0,1
4,2,57,2351,0,0,0,0,1
5,5,42,1030,0,0,0,0,1
3,2,34,3771,0,0,0,0,1
4,1,24,4933,0,0,0,0,1
1,3,51,588,1,0,0,0,1
4,1,51,1963,1,0,0,0,1
4,5,51,579,1,0,0,0,1
5,5,51,1328,1,0,0,0,1
5,4,51,1957,0,0,0,1,1
1,4,51,425,1,0,0,0,1
2,1,51,1475,1,0,0,0,1
5,1,51,123,1,0,0,0,1
3,1,57,3578,0,0,0,0,1
4,1,46,3976,0,0,0,0,1
3,5,46,2600,0,0,0,0,1
5,4,42,1944,0,0,0,0,1
3,5,41,1999,0,0,0,0,1
3,1,46,1877,0,0,0,0,1
5,4,33,3470,0,0,0,0,1
4,2,52,3397,0,0,0,0,1
5,4,39,3637,0,0,0,0,1
3,2,60,991,0,0,0,0,1
4,5,45,3866,0,0,0,0,1
3,1,45,984,0,0,0,0,1
5,2,35,3294,0,0,0,0,1
5,1,34,2967,0,0,0,0,1
3,4,51,1005,0,0,0,0,1
5,1,52,994,0,0,0,0,1
4,5,44,3093,0,0,0,0,1
5,5,45,1755,0,0,0,0,1
5,4,52,2571,0,0,0,0,1
5,2,45,1004,0,0,0,0,1
5,1,51,969,0,0,0,0,1
4,5,46,2025,0,0,0,0,1
4,3,55,2972,0,0,0,0,1
3,5,44,3497,0,0,0,0,1
5,5,56,1004,0,0,0,0,1
2,1,37,986,0,0,0,0,1
5,1,48,1992,0,0,0,0,1
4,1,58,2260,0,0,0,0,1
5,3,54,1915,0,0,0,0,1
4,1,46,3487,0,0,0,0,1
4,2,59,974,0,0,0,0,1
2,3,47,3552,0,0,0,0,1
4,5,58,1001,0,0,0,0,1
3,3,32,3998,0,0,0,0,1
1,3,25,2101,0,0,0,0,1
3,2,40,2658,0,0,0,0,1
5,2,28,4805,0,0,0,0,1
4,1,40,2907,0,0,0,0,1
3,1,60,969,0,0,0,0,1
2,2,44,969,0,0,0,0,1
5,4,44,2224,0,0,0,0,1
1,2,43,970,0,0,0,0,1
1,2,54,2338,0,0,0,0,1
1,1,45,2549,0,0,0,0,1
1,4,30,5284,0,0,0,0,1
3,1,51,2189,1,0,0,0,1
3,4,51,720,1,0,0,0,1
1,5,51,876,1,0,0,0,1
1,3,51,2355,1,0,0,0,1
3,4,50,2521,1,0,0,0,1
4,5,50,2774,1,0,0,0,1
5,2,50,1026,1,0,0,0,1
2,3,50,1814,1,0,0,0,1
4,4,50,454,1,0,0,0,1
5,5,50,85,0,0,0,1,1
1,1,56,4001,0,0,0,0,1
4,5,54,1883,0,0,0,0,1
5,5,46,2450,0,0,0,0,1
5,5,46,3082,0,0,0,0,1
3,4,43,952,0,0,0,0,1
4,1,33,944,0,0,0,0,1
3,3,54,3259,0,0,0,0,1
5,2,52,945,0,0,0,0,1
5,4,55,1977,0,0,0,0,1
5,3,39,3577,0,0,0,0,1
4,4,31,5495,0,0,0,0,1
3,1,43,2248,0,0,0,0,1
4,1,57,974,0,0,0,0,1
5,4,50,961,0,0,0,0,1
5,1,46,2689,0,0,0,0,1
